expat_id,origin_country,visa_type,us_state,switched_from,previous_monthly_premium,ratha_monthly_premium,premium_savings_percent,coverage_types,india_coverage_enabled,onboarding_days,competitor_onboarding_days,switched_date,satisfaction_score,monthly_retention_rate
EXP985270,India,L1,FL,CHUBB,82.46,63.32,23.2,Renter,True,2,10,2026-06-24 12:14:15.484019,7,97.9
EXP801090,India,L1,GA,IMG Global,107.74,85.6,20.6,Renter,True,1,9,2026-07-28 12:14:15.484033,10,98.7
EXP414709,India,B1,PA,ICICI Lombard,140.27,101.99,27.3,Auto,True,2,12,2026-07-18 12:14:15.484048,9,98.0
EXP259719,India,B1,WA,HDFC ERGO,92.13,64.55,29.9,Auto+Health,True,3,13,2026-07-03 12:14:15.484062,8,98.9
EXP921728,India,F1,PA,CHUBB,139.25,101.87,26.8,Health,True,1,13,2026-06-12 12:14:15.484076,9,97.6
EXP922171,India,E2,GA,ICICI Lombard,107.56,79.55,26.0,Health,True,3,8,2026-06-26 12:14:15.484091,7,98.6
EXP616773,India,F1,WA,Allianz,135.46,107.81,20.4,Health,False,3,12,2026-07-20 12:14:15.484105,9,99.2
EXP298516,India,L1,PA,IMG Global,91.2,66.54,27.0,Auto,True,1,14,2026-07-16 12:14:15.484119,9,97.6
EXP703630,India,H1B,MI,ICICI Lombard,137.28,106.58,22.4,Renter,False,2,7,2026-08-23 12:14:15.484134,9,98.6
EXP576093,India,B1,PA,HDFC ERGO,87.65,66.48,24.1,Renter,True,3,7,2026-07-15 12:14:15.484149,7,99.3
EXP245687,India,B1,NY,HDFC ERGO,142.84,99.64,30.2,Renter,True,3,9,2026-06-16 12:14:15.484163,8,97.1
EXP271432,India,L1,WA,Allianz,146.42,110.37,24.6,Health,True,3,8,2026-06-30 12:14:15.484178,7,97.8
EXP182998,India,H1B,GA,HDFC ERGO,100.98,70.82,29.9,Auto,True,2,8,2026-08-16 12:14:15.484192,7,97.7
EXP842445,India,F1,NY,AIG,131.87,85.92,34.8,Renter,False,2,9,2026-08-02 12:14:15.484207,8,98.6
EXP696004,India,F1,CA,AIG,142.93,105.45,26.2,Auto+Health,True,2,14,2026-07-07 12:14:15.484221,8,97.0
EXP917612,India,H1B,GA,Allianz,83.84,58.58,30.1,Renter,True,2,12,2026-08-20 12:14:15.484235,10,99.1
EXP389079,India,L1,IL,AIG,130.56,101.41,22.3,Health,True,2,9,2026-06-30 12:14:15.484250,9,98.8
EXP335928,India,F1,NY,CHUBB,145.42,106.44,26.8,Auto,True,3,11,2026-06-14 12:14:15.484266,10,97.5
EXP634189,India,E2,FL,IMG Global,75.24,54.61,27.4,Renter,True,2,9,2026-07-10 12:14:15.484280,9,98.6
EXP981247,India,L1,GA,ICICI Lombard,126.69,93.34,26.3,Auto,True,1,7,2026-07-12 12:14:15.484294,8,99.5
EXP883194,India,F1,FL,AIG,121.15,80.73,33.4,Health,False,1,9,2026-06-27 12:14:15.484309,7,98.9
EXP149132,India,F1,MA,IMG Global,128.61,87.31,32.1,Auto+Health,False,3,10,2026-07-20 12:14:15.484323,9,97.6
EXP573346,India,H1B,CA,HDFC ERGO,81.16,56.49,30.4,Health,False,1,13,2026-08-10 12:14:15.484337,9,97.1
EXP306726,India,L1,TX,HDFC ERGO,131.3,92.06,29.9,Renter,True,3,12,2026-06-01 12:14:15.484352,7,97.8
EXP953966,India,L1,PA,CHUBB,116.21,89.48,23.0,Auto+Health,True,3,7,2026-08-09 12:14:15.484366,9,99.1
EXP524272,India,L1,IL,CHUBB,82.15,62.76,23.6,Auto,True,2,10,2026-06-27 12:14:15.484381,10,98.0
EXP396350,India,H1B,IL,Allianz,109.25,78.92,27.8,Auto,True,3,14,2026-08-03 12:14:15.484395,8,99.5
EXP125414,India,B1,TX,ICICI Lombard,126.44,89.53,29.2,Auto,False,1,14,2026-07-16 12:14:15.484409,8,97.0
EXP943956,India,L1,MI,Allianz,147.9,112.16,24.2,Renter,True,3,8,2026-08-07 12:14:15.484424,9,97.1
EXP301723,India,B1,GA,IMG Global,116.59,76.95,34.0,Health,True,1,11,2026-07-23 12:14:15.484438,10,97.1
EXP722897,India,L1,MI,Allianz,77.32,58.77,24.0,Health,True,3,11,2026-05-28 12:14:15.484452,8,97.1
EXP769330,India,B1,NY,ICICI Lombard,146.51,110.81,24.4,Health,True,3,11,2026-06-16 12:14:15.484467,10,97.1
EXP873457,India,L1,NY,Allianz,91.46,70.48,22.9,Auto+Health,True,1,8,2026-06-05 12:14:15.484481,8,97.5
EXP169906,India,F1,WA,IMG Global,114.39,82.25,28.1,Auto,True,2,10,2026-07-12 12:14:15.484496,7,97.4
EXP397679,India,H1B,MA,IMG Global,101.8,77.65,23.7,Renter,True,1,14,2026-06-17 12:14:15.484510,7,98.2
EXP914254,India,F1,MI,Allianz,98.11,67.55,31.2,Auto+Health,True,1,12,2026-05-29 12:14:15.484525,9,97.5
EXP492677,India,E2,IL,IMG Global,118.66,82.45,30.5,Auto,False,1,13,2026-07-20 12:14:15.484539,9,98.7
EXP162805,India,E2,NY,AIG,96.26,65.66,31.8,Health,True,1,11,2026-07-17 12:14:15.484554,7,99.4
EXP653554,India,H1B,NY,Allianz,119.56,84.2,29.6,Health,False,3,13,2026-06-13 12:14:15.484569,10,97.8
EXP314273,India,B1,WA,HDFC ERGO,129.57,93.96,27.5,Health,False,1,7,2026-06-20 12:14:15.484583,8,98.0
EXP257599,India,E2,NC,AIG,144.14,109.74,23.9,Auto+Health,True,1,10,2026-07-16 12:14:15.484597,9,99.3
EXP857583,India,B1,CO,IMG Global,78.28,51.4,34.3,Health,True,3,8,2026-06-11 12:14:15.484612,7,97.1
EXP961986,India,L1,FL,ICICI Lombard,110.4,76.46,30.7,Renter,True,1,7,2026-05-30 12:14:15.484626,7,98.6
EXP133416,India,E2,NY,Allianz,145.4,105.38,27.5,Renter,True,3,14,2026-08-02 12:14:15.484640,10,98.4
EXP795166,India,H1B,MA,ICICI Lombard,96.5,70.9,26.5,Health,True,2,9,2026-05-30 12:14:15.484655,7,98.2
EXP530866,India,L1,PA,ICICI Lombard,83.09,64.85,22.0,Auto,False,2,11,2026-06-27 12:14:15.484669,8,99.1
EXP194093,India,L1,NY,CHUBB,119.5,88.81,25.7,Auto,False,2,7,2026-06-08 12:14:15.484684,10,98.8
EXP653158,India,E2,IL,ICICI Lombard,118.67,92.37,22.2,Auto+Health,False,1,9,2026-07-29 12:14:15.484698,10,97.6
EXP915334,India,F1,GA,HDFC ERGO,131.93,94.61,28.3,Auto+Health,True,2,10,2026-06-07 12:14:15.484712,8,97.4
EXP562501,India,H1B,IL,HDFC ERGO,134.87,90.66,32.8,Auto,True,2,12,2026-06-20 12:14:15.484727,8,97.1
EXP596947,India,B1,TX,IMG Global,96.19,70.98,26.2,Auto+Health,True,2,7,2026-05-25 12:14:15.484741,8,99.2
EXP385687,India,F1,GA,IMG Global,111.72,86.17,22.9,Renter,False,1,10,2026-07-28 12:14:15.484756,8,99.4
EXP158595,India,H1B,TX,Allianz,101.81,74.2,27.1,Renter,False,2,7,2026-06-15 12:14:15.484770,10,99.1
EXP155338,India,L1,MI,AIG,101.39,66.12,34.8,Auto+Health,True,2,13,2026-08-01 12:14:15.484785,7,97.1
EXP785192,India,L1,IL,AIG,137.89,101.73,26.2,Health,False,3,7,2026-08-23 12:14:15.484800,8,98.1
EXP280124,India,B1,CA,Allianz,116.61,93.21,20.1,Renter,True,3,8,2026-06-20 12:14:15.484814,10,98.3
EXP931846,India,F1,MI,ICICI Lombard,81.66,57.84,29.2,Auto+Health,True,2,8,2026-07-11 12:14:15.484828,8,97.1
EXP360894,India,H1B,MA,IMG Global,98.08,76.21,22.3,Health,False,2,12,2026-06-10 12:14:15.484844,7,98.5
EXP623095,India,H1B,MI,ICICI Lombard,88.13,62.77,28.8,Renter,True,2,9,2026-07-20 12:14:15.484858,7,97.8
EXP102780,India,H1B,FL,CHUBB,95.49,70.79,25.9,Renter,True,1,14,2026-07-29 12:14:15.484873,8,99.1
EXP842243,India,L1,WA,HDFC ERGO,107.86,83.74,22.4,Auto+Health,True,1,12,2026-05-29 12:14:15.484887,8,97.8
EXP863110,India,F1,CA,IMG Global,125.24,86.37,31.0,Health,False,1,9,2026-08-08 12:14:15.484902,9,99.4
EXP671182,India,E2,CO,ICICI Lombard,97.37,67.02,31.2,Auto,True,3,12,2026-05-30 12:14:15.484916,8,98.4
EXP400359,India,H1B,WA,IMG Global,101.18,69.92,30.9,Auto+Health,True,2,9,2026-08-03 12:14:15.484931,10,99.2
EXP459462,India,F1,IL,ICICI Lombard,78.79,53.7,31.8,Auto,False,2,8,2026-08-08 12:14:15.484945,8,97.5
EXP932886,India,B1,CA,HDFC ERGO,111.33,85.91,22.8,Renter,True,3,14,2026-08-10 12:14:15.484959,8,98.1
EXP782099,India,F1,CA,ICICI Lombard,126.59,83.29,34.2,Auto+Health,True,1,14,2026-06-03 12:14:15.484973,9,97.1
EXP590218,India,L1,TX,AIG,123.28,96.16,22.0,Auto+Health,False,1,10,2026-07-17 12:14:15.484988,8,98.3
EXP527976,India,H1B,TX,HDFC ERGO,124.29,95.24,23.4,Auto+Health,True,2,9,2026-06-14 12:14:15.485002,10,98.8
EXP109011,India,B1,MA,ICICI Lombard,89.23,70.19,21.3,Auto+Health,True,1,8,2026-05-29 12:14:15.485016,8,97.1
EXP432071,India,B1,PA,Allianz,130.79,95.16,27.2,Auto+Health,True,3,9,2026-08-07 12:14:15.485031,7,97.7
EXP927279,India,E2,PA,CHUBB,105.34,74.67,29.1,Auto+Health,True,3,7,2026-06-07 12:14:15.485045,10,98.7
EXP462890,India,H1B,CO,ICICI Lombard,92.16,60.0,34.9,Renter,False,2,7,2026-06-24 12:14:15.485059,8,97.5
EXP960254,India,L1,NY,Allianz,96.72,69.93,27.7,Auto,False,1,14,2026-07-30 12:14:15.485073,8,97.8
EXP287450,India,H1B,CO,CHUBB,94.93,71.45,24.7,Auto+Health,True,3,14,2026-08-12 12:14:15.485087,9,97.6
EXP423147,India,H1B,WA,HDFC ERGO,77.0,57.83,24.9,Auto+Health,True,3,12,2026-06-08 12:14:15.485101,8,98.5
EXP801012,India,H1B,CO,CHUBB,135.38,90.55,33.1,Renter,True,1,13,2026-07-05 12:14:15.485115,10,98.8
EXP219474,India,B1,GA,AIG,113.1,78.9,30.2,Health,False,1,13,2026-05-29 12:14:15.485130,7,98.1
EXP575519,India,F1,MA,IMG Global,148.73,108.16,27.3,Renter,True,2,10,2026-07-16 12:14:15.485144,9,97.1
EXP349039,India,E2,NC,CHUBB,109.04,74.64,31.5,Auto+Health,True,1,12,2026-08-01 12:14:15.485158,10,98.5
EXP253983,India,H1B,MI,IMG Global,93.57,65.28,30.2,Renter,True,2,7,2026-07-16 12:14:15.485173,10,97.8
EXP990387,India,E2,MI,HDFC ERGO,87.67,69.48,20.8,Health,True,2,12,2026-06-28 12:14:15.485187,9,98.5
EXP963901,India,E2,CA,Allianz,122.94,85.62,30.4,Auto+Health,True,1,11,2026-06-21 12:14:15.485201,8,99.3
EXP157165,India,H1B,NY,AIG,134.38,105.36,21.6,Renter,False,2,14,2026-06-13 12:14:15.485216,8,99.4
EXP493278,India,B1,FL,ICICI Lombard,145.88,105.18,27.9,Auto,True,3,7,2026-05-30 12:14:15.485230,9,99.1
EXP796394,India,L1,NY,ICICI Lombard,142.81,96.57,32.4,Health,True,3,11,2026-07-15 12:14:15.485244,9,97.6
EXP200229,India,F1,TX,Allianz,75.19,54.04,28.1,Auto,True,1,12,2026-07-12 12:14:15.485259,8,97.0
EXP499458,India,H1B,NC,Allianz,111.52,88.75,20.4,Auto+Health,True,1,10,2026-06-21 12:14:15.485273,7,98.0
EXP731293,India,F1,GA,CHUBB,128.84,90.03,30.1,Health,True,1,11,2026-05-28 12:14:15.485287,10,97.3
EXP157861,India,E2,MA,IMG Global,100.12,77.35,22.7,Health,True,1,7,2026-06-09 12:14:15.485301,9,97.2
EXP626218,India,B1,CA,CHUBB,107.39,69.93,34.9,Renter,True,2,8,2026-07-20 12:14:15.485316,7,98.6
EXP610478,India,E2,MA,ICICI Lombard,76.74,53.95,29.7,Renter,True,3,14,2026-07-01 12:14:15.485330,8,99.2
EXP943540,India,F1,MI,AIG,108.98,82.55,24.3,Auto,True,2,11,2026-06-30 12:14:15.485344,10,97.2
EXP633722,India,H1B,WA,IMG Global,149.32,116.74,21.8,Auto,True,2,10,2026-06-27 12:14:15.485358,9,97.9
EXP463791,India,E2,CO,Allianz,78.37,60.64,22.6,Auto+Health,False,2,9,2026-07-02 12:14:15.485373,10,97.6
EXP547450,India,H1B,PA,CHUBB,125.92,94.22,25.2,Health,False,2,10,2026-08-18 12:14:15.485387,9,97.8
EXP434194,India,L1,NC,ICICI Lombard,98.53,72.52,26.4,Auto+Health,False,3,13,2026-07-17 12:14:15.485401,8,98.5
EXP122644,India,F1,TX,Allianz,117.94,77.65,34.2,Auto,True,3,8,2026-08-17 12:14:15.485417,10,97.7
EXP421372,India,E2,GA,CHUBB,148.95,102.48,31.2,Auto,True,3,8,2026-06-11 12:14:15.485431,7,98.2
EXP911058,India,F1,FL,AIG,110.69,74.13,33.0,Auto,False,2,8,2026-07-03 12:14:15.485446,7,97.1
EXP175135,India,L1,NY,AIG,123.16,86.39,29.9,Auto,False,3,14,2026-07-11 12:14:15.485460,10,97.8
EXP940694,India,F1,CO,ICICI Lombard,147.85,108.55,26.6,Auto+Health,True,3,13,2026-07-25 12:14:15.485474,10,97.8
EXP322009,India,H1B,NY,HDFC ERGO,114.46,85.06,25.7,Renter,True,2,10,2026-06-05 12:14:15.485489,10,97.8
EXP416610,India,B1,CO,CHUBB,142.1,102.6,27.8,Health,False,2,9,2026-06-11 12:14:15.485503,10,99.0
EXP725594,India,L1,CO,IMG Global,130.7,101.32,22.5,Auto,False,2,13,2026-08-08 12:14:15.485517,8,97.4
EXP373529,India,H1B,IL,IMG Global,83.45,59.22,29.0,Renter,False,1,7,2026-07-17 12:14:15.485532,8,98.8
EXP799215,India,E2,PA,IMG Global,142.48,101.72,28.6,Health,True,3,9,2026-08-06 12:14:15.485546,8,97.0
EXP475334,India,E2,MA,ICICI Lombard,130.88,102.99,21.3,Auto,True,3,14,2026-07-25 12:14:15.485561,9,97.2
EXP723761,India,F1,CA,HDFC ERGO,122.3,88.99,27.2,Auto,True,3,12,2026-08-07 12:14:15.485575,8,98.1
EXP986932,India,F1,MI,ICICI Lombard,121.18,82.44,32.0,Health,True,1,10,2026-07-01 12:14:15.485589,8,97.2
EXP251985,India,B1,MI,CHUBB,103.47,68.75,33.6,Auto,True,2,13,2026-08-13 12:14:15.485604,8,99.0
EXP464579,India,E2,FL,HDFC ERGO,87.42,60.46,30.8,Auto+Health,True,3,8,2026-07-15 12:14:15.485618,9,98.0
EXP986222,India,E2,WA,AIG,125.67,90.98,27.6,Auto+Health,True,1,8,2026-08-14 12:14:15.485633,10,98.4
EXP623051,India,H1B,NY,IMG Global,114.98,76.41,33.5,Health,True,2,12,2026-07-06 12:14:15.485647,8,97.1
EXP273717,India,E2,PA,CHUBB,113.7,79.33,30.2,Health,True,1,10,2026-08-23 12:14:15.485661,8,98.8
EXP851326,India,L1,NC,ICICI Lombard,118.46,78.62,33.6,Renter,True,3,8,2026-06-12 12:14:15.485676,7,98.5
EXP959919,India,H1B,GA,IMG Global,147.57,103.83,29.6,Auto,False,1,9,2026-06-24 12:14:15.485690,10,98.8
EXP421220,India,L1,CO,ICICI Lombard,127.76,99.08,22.5,Auto,False,1,13,2026-07-04 12:14:15.485705,9,97.6
EXP720326,India,E2,MI,CHUBB,75.37,58.63,22.2,Renter,True,3,14,2026-07-30 12:14:15.485719,9,99.0
EXP262974,India,L1,CA,IMG Global,101.77,71.2,30.0,Renter,True,1,9,2026-08-03 12:14:15.485733,10,97.6
EXP614382,India,E2,MA,Allianz,146.49,101.04,31.0,Auto+Health,True,1,9,2026-05-31 12:14:15.485748,9,97.2
EXP814847,India,H1B,IL,ICICI Lombard,87.1,61.06,29.9,Health,True,2,12,2026-08-07 12:14:15.485762,9,97.3
EXP368105,India,L1,NY,CHUBB,135.85,88.31,35.0,Auto+Health,False,3,11,2026-05-27 12:14:15.485777,7,98.4
EXP543771,India,F1,GA,AIG,124.57,84.57,32.1,Health,True,2,7,2026-06-25 12:14:15.485791,8,97.7
EXP683177,India,H1B,MI,CHUBB,130.06,101.5,22.0,Renter,True,2,13,2026-08-06 12:14:15.485805,8,98.6
EXP185580,India,F1,WA,IMG Global,96.09,62.67,34.8,Renter,True,3,10,2026-08-05 12:14:15.485819,9,98.3
EXP410741,India,F1,MA,CHUBB,76.45,56.58,26.0,Auto,True,2,10,2026-07-05 12:14:15.485833,7,98.0
EXP856422,India,B1,TX,HDFC ERGO,122.41,90.31,26.2,Health,True,3,8,2026-08-23 12:14:15.485848,10,98.7
EXP506322,India,L1,PA,AIG,123.46,98.44,20.3,Auto+Health,True,3,12,2026-05-28 12:14:15.485862,9,98.8
EXP209666,India,L1,GA,IMG Global,114.3,83.13,27.3,Health,True,1,10,2026-05-26 12:14:15.485876,9,99.0
EXP863074,India,F1,FL,AIG,116.7,83.58,28.4,Renter,True,1,12,2026-08-05 12:14:15.485891,7,97.3
EXP472523,India,H1B,CA,CHUBB,104.62,76.39,27.0,Auto+Health,True,1,13,2026-07-14 12:14:15.485905,9,99.2
EXP366336,India,H1B,MI,Allianz,98.54,69.0,30.0,Health,True,2,14,2026-08-12 12:14:15.485919,9,98.7
EXP814082,India,E2,GA,AIG,106.12,84.1,20.7,Auto+Health,True,2,13,2026-06-19 12:14:15.485934,7,99.0
EXP632642,India,L1,PA,HDFC ERGO,130.47,97.56,25.2,Auto,True,3,14,2026-06-14 12:14:15.485948,8,97.3
EXP266071,India,B1,TX,HDFC ERGO,116.88,85.45,26.9,Health,True,2,14,2026-07-20 12:14:15.485964,7,97.6
EXP633732,India,E2,TX,IMG Global,125.57,93.04,25.9,Health,True,3,7,2026-06-26 12:14:15.485979,10,97.0
EXP596530,India,F1,GA,HDFC ERGO,97.47,66.13,32.2,Health,True,3,12,2026-07-17 12:14:15.485995,8,98.0
EXP666518,India,L1,IL,ICICI Lombard,104.91,72.87,30.5,Renter,True,3,9,2026-06-08 12:14:15.486010,7,97.9
EXP695723,India,F1,NC,IMG Global,83.09,57.29,31.0,Renter,True,3,9,2026-07-03 12:14:15.486025,8,98.1
EXP640586,India,E2,NY,Allianz,131.35,86.99,33.8,Auto+Health,True,2,10,2026-06-08 12:14:15.486039,10,98.7
EXP250128,India,L1,FL,Allianz,114.06,80.08,29.8,Renter,True,3,9,2026-07-31 12:14:15.486055,7,97.4
EXP407212,India,F1,FL,HDFC ERGO,97.52,75.7,22.4,Auto,True,1,11,2026-07-17 12:14:15.486069,9,97.3
EXP859081,India,H1B,NC,ICICI Lombard,92.59,71.98,22.3,Renter,True,3,9,2026-08-07 12:14:15.486084,7,97.5
EXP924583,India,E2,CO,HDFC ERGO,84.54,58.3,31.0,Renter,False,3,12,2026-08-10 12:14:15.486098,10,98.2
EXP620727,India,E2,NC,IMG Global,133.03,99.8,25.0,Renter,True,2,11,2026-08-19 12:14:15.486112,9,98.7
EXP993607,India,L1,PA,Allianz,113.21,76.82,32.1,Auto+Health,True,1,7,2026-08-13 12:14:15.486127,9,97.2
EXP862567,India,B1,CA,ICICI Lombard,89.76,70.33,21.7,Renter,True,3,12,2026-07-02 12:14:15.486141,8,98.1
EXP782464,India,B1,PA,CHUBB,77.74,55.49,28.6,Auto,True,3,12,2026-07-27 12:14:15.486156,8,98.2
EXP830731,India,H1B,NY,Allianz,113.39,88.47,22.0,Auto+Health,True,3,7,2026-07-12 12:14:15.486170,8,98.1
EXP235577,India,H1B,NC,ICICI Lombard,118.23,82.32,30.4,Auto+Health,True,1,11,2026-08-05 12:14:15.486184,7,98.0
EXP583758,India,H1B,IL,ICICI Lombard,85.25,59.39,30.3,Renter,True,2,13,2026-05-27 12:14:15.486198,10,98.0
EXP570122,India,B1,IL,AIG,132.58,102.48,22.7,Health,True,2,13,2026-08-10 12:14:15.486212,7,98.9
EXP945470,India,F1,MA,Allianz,136.25,106.97,21.5,Auto,True,3,9,2026-07-24 12:14:15.486227,10,98.2
EXP261433,India,L1,WA,AIG,80.35,58.41,27.3,Renter,True,3,10,2026-07-20 12:14:15.486241,10,98.8
EXP562182,India,L1,CO,IMG Global,82.48,57.28,30.6,Renter,False,1,10,2026-08-13 12:14:15.486256,7,98.8
EXP275647,India,H1B,PA,IMG Global,81.56,63.88,21.7,Renter,True,3,13,2026-07-24 12:14:15.486270,10,97.7
EXP249720,India,E2,WA,AIG,118.58,89.79,24.3,Renter,True,3,8,2026-06-29 12:14:15.486286,9,99.4
EXP271185,India,L1,FL,Allianz,84.7,66.24,21.8,Auto+Health,True,3,14,2026-07-12 12:14:15.486301,10,97.5
EXP161322,India,F1,NY,ICICI Lombard,91.63,71.97,21.5,Auto+Health,True,1,10,2026-07-19 12:14:15.486315,10,98.6
EXP196577,India,L1,CA,Allianz,88.61,61.1,31.0,Auto,True,3,9,2026-07-12 12:14:15.486329,7,97.8
EXP169227,India,B1,CO,Allianz,135.9,97.77,28.1,Renter,False,2,11,2026-06-29 12:14:15.486344,8,98.3
EXP778222,India,H1B,GA,IMG Global,104.07,80.07,23.1,Auto,True,2,7,2026-06-09 12:14:15.486358,10,97.9
EXP670198,India,F1,PA,AIG,117.87,83.87,28.8,Auto+Health,True,2,13,2026-07-26 12:14:15.486373,7,99.1
EXP479839,India,H1B,MA,ICICI Lombard,132.48,103.63,21.8,Health,True,3,12,2026-06-04 12:14:15.486387,7,99.4
EXP698566,India,L1,FL,IMG Global,95.16,68.64,27.9,Auto,True,3,13,2026-06-19 12:14:15.486402,7,98.6
EXP752377,India,H1B,WA,Allianz,109.03,73.14,32.9,Auto,True,3,13,2026-06-15 12:14:15.486416,10,98.8
EXP513244,India,B1,MA,ICICI Lombard,102.51,80.98,21.0,Auto,True,3,9,2026-05-26 12:14:15.486430,7,97.8
EXP437708,India,H1B,MI,IMG Global,115.2,82.65,28.3,Renter,True,3,10,2026-08-06 12:14:15.486445,8,99.3
EXP462733,India,E2,CA,HDFC ERGO,128.93,95.14,26.2,Auto,False,2,7,2026-08-23 12:14:15.486459,8,97.5
EXP791530,India,L1,MI,HDFC ERGO,137.76,99.48,27.8,Auto+Health,True,3,8,2026-06-15 12:14:15.486474,10,98.0
EXP785664,India,E2,WA,HDFC ERGO,143.78,94.82,34.1,Auto+Health,True,2,11,2026-07-10 12:14:15.486488,10,98.3
EXP367741,India,F1,MA,CHUBB,84.71,67.59,20.2,Renter,True,3,12,2026-06-26 12:14:15.486502,7,97.2
EXP829811,India,B1,NC,Allianz,94.96,73.51,22.6,Auto,True,2,13,2026-06-30 12:14:15.486517,10,99.0
EXP872105,India,B1,GA,AIG,108.62,83.03,23.6,Health,False,3,9,2026-07-04 12:14:15.486531,8,97.6
EXP879371,India,E2,TX,Allianz,121.82,81.53,33.1,Auto+Health,True,1,10,2026-06-28 12:14:15.486545,10,98.9
EXP466023,India,F1,WA,IMG Global,97.69,72.0,26.3,Auto,True,3,11,2026-08-13 12:14:15.486559,8,99.1
EXP107788,India,B1,CA,ICICI Lombard,149.76,103.64,30.8,Auto,True,2,7,2026-07-14 12:14:15.486575,10,97.6
EXP826859,India,L1,NC,ICICI Lombard,78.67,53.14,32.4,Renter,True,2,12,2026-07-08 12:14:15.486590,9,97.8
EXP146271,India,F1,NC,ICICI Lombard,135.62,96.54,28.8,Auto+Health,True,3,7,2026-08-10 12:14:15.486604,8,98.9
EXP137481,India,L1,CO,HDFC ERGO,123.03,83.5,32.1,Auto+Health,True,1,9,2026-07-18 12:14:15.486618,8,99.5
EXP921594,India,L1,TX,Allianz,132.0,103.89,21.3,Auto,True,1,14,2026-08-05 12:14:15.486633,9,99.2
EXP752585,India,L1,CO,AIG,148.47,102.47,31.0,Health,True,3,7,2026-08-12 12:14:15.486647,9,97.4
EXP880407,India,H1B,CA,ICICI Lombard,131.13,102.06,22.2,Renter,True,2,8,2026-07-02 12:14:15.486661,9,98.7
EXP745675,India,L1,IL,Allianz,91.38,70.31,23.1,Auto+Health,True,2,8,2026-06-10 12:14:15.486676,8,99.5
EXP768188,India,H1B,NC,Allianz,100.93,69.32,31.3,Auto,True,3,11,2026-06-01 12:14:15.486690,10,98.3
EXP629066,India,L1,PA,Allianz,109.03,80.16,26.5,Renter,True,2,10,2026-07-17 12:14:15.486704,8,99.0
EXP688568,India,E2,IL,IMG Global,134.89,107.69,20.2,Renter,True,1,12,2026-07-14 12:14:15.486719,9,98.0
EXP574826,India,E2,FL,AIG,114.55,89.55,21.8,Renter,True,1,7,2026-08-11 12:14:15.486733,10,97.8
EXP979896,India,H1B,NY,IMG Global,117.41,87.59,25.4,Renter,True,1,8,2026-08-17 12:14:15.486747,8,97.8
EXP621070,India,H1B,CO,Allianz,137.38,93.21,32.2,Auto,True,2,7,2026-06-29 12:14:15.486761,7,98.8
EXP587435,India,B1,TX,Allianz,79.35,58.38,26.4,Auto,True,1,13,2026-07-08 12:14:15.486776,10,98.7
EXP765869,India,B1,CO,AIG,108.97,86.75,20.4,Auto,True,1,12,2026-07-01 12:14:15.486791,10,98.1
EXP948299,India,L1,MA,AIG,76.48,53.81,29.6,Health,False,1,11,2026-08-03 12:14:15.486805,10,98.7
EXP795291,India,L1,IL,HDFC ERGO,122.36,94.32,22.9,Auto+Health,False,2,8,2026-07-07 12:14:15.486820,10,97.0
EXP131650,India,E2,MI,ICICI Lombard,75.48,52.9,29.9,Auto+Health,False,3,10,2026-07-16 12:14:15.486834,8,98.2
EXP829716,India,H1B,GA,CHUBB,148.9,97.48,34.5,Auto,True,3,14,2026-06-04 12:14:15.486848,10,98.0
EXP235280,India,E2,IL,HDFC ERGO,100.15,67.69,32.4,Health,True,2,13,2026-07-17 12:14:15.486863,7,99.2
EXP310535,India,F1,IL,CHUBB,120.84,85.46,29.3,Auto+Health,True,2,9,2026-07-26 12:14:15.486877,8,97.6
EXP344871,India,E2,MI,Allianz,84.49,59.11,30.0,Health,True,2,8,2026-06-25 12:14:15.486891,8,98.6
EXP335781,India,E2,PA,Allianz,119.03,83.78,29.6,Health,True,2,9,2026-08-02 12:14:15.486905,8,98.7
EXP501659,India,B1,WA,Allianz,147.58,101.5,31.2,Renter,True,3,12,2026-06-20 12:14:15.486919,8,97.5
EXP521039,India,H1B,TX,IMG Global,109.07,74.85,31.4,Health,True,2,10,2026-07-01 12:14:15.486934,10,97.1
EXP279192,India,E2,TX,AIG,130.18,99.47,23.6,Renter,True,2,14,2026-05-26 12:14:15.486948,10,97.3
EXP420117,India,H1B,GA,ICICI Lombard,146.05,101.25,30.7,Renter,True,3,9,2026-08-20 12:14:15.486962,9,98.0
EXP408328,India,B1,FL,ICICI Lombard,134.57,90.03,33.1,Auto,False,2,10,2026-06-06 12:14:15.486977,7,97.5
EXP532203,India,H1B,GA,HDFC ERGO,134.57,94.87,29.5,Health,False,2,10,2026-08-01 12:14:15.486991,8,99.5
EXP746037,India,B1,CO,CHUBB,147.67,102.59,30.5,Health,False,2,14,2026-07-03 12:14:15.487005,8,98.3
EXP914749,India,F1,CO,Allianz,116.59,81.45,30.1,Auto+Health,True,3,11,2026-08-18 12:14:15.487020,9,97.9
EXP942697,India,E2,WA,AIG,116.37,90.83,21.9,Renter,False,3,14,2026-08-17 12:14:15.487035,9,97.4
EXP710542,India,E2,MI,HDFC ERGO,137.41,103.22,24.9,Auto,True,2,8,2026-05-28 12:14:15.487049,10,99.5
EXP390470,India,F1,GA,ICICI Lombard,133.2,88.59,33.5,Renter,True,1,11,2026-06-15 12:14:15.487063,10,99.5
