expat_id,previous_company,plan_end_date,reason_left_previous,reason_chose_ratha,had_ratha_before,premium_savings_percent,onboarding_speed_advantage_days,india_coverage_interest,acquisition_cost_estimated,lifetime_value_projected
EXP361422,HDFC ERGO,2026-07-03 18:34:22.950180,No India coverage,Comprehensive expat coverage,False,34.7,4,False,182.69,3554.99
EXP187466,Allianz,2026-07-08 18:34:22.950191,No India coverage,Better affordability,False,33.9,7,True,102.16,3074.45
EXP677113,HDFC ERGO,2026-08-09 18:34:22.950202,No India coverage,Better customer support,False,34.1,10,True,84.0,3679.94
EXP681334,IMG Global,2026-07-24 18:34:22.950213,No India coverage,Better customer support,False,23.2,7,False,117.49,3019.4
EXP570987,ICICI Lombard,2026-07-19 18:34:22.950224,High premium,Comprehensive expat coverage,False,20.6,7,True,169.79,2693.35
EXP271575,CHUBB,2026-07-19 18:34:22.950234,High premium,Faster onboarding,False,26.9,6,True,178.15,2834.31
EXP951752,IMG Global,2026-07-22 18:34:22.950245,Slow claims processing,Simpler process,False,23.1,9,False,65.79,4638.65
EXP399196,CHUBB,2026-08-12 18:34:22.950255,Poor customer service,Better affordability,False,28.1,7,False,114.78,4572.07
EXP137261,CHUBB,2026-07-20 18:34:22.950265,No India coverage,Simpler process,False,27.8,5,True,79.5,4693.17
EXP341872,ICICI Lombard,2026-07-27 18:34:22.950274,No India coverage,India-USA coordination,False,32.0,8,False,136.99,1800.28
EXP889214,IMG Global,2026-08-15 18:34:22.950284,Poor customer service,Simpler process,False,23.2,4,True,178.45,4450.76
EXP585080,AIG,2026-08-10 18:34:22.950293,High premium,Better affordability,False,34.9,8,False,83.79,4088.29
EXP641523,AIG,2026-07-28 18:34:22.950303,High premium,Comprehensive expat coverage,False,31.1,6,True,75.82,4525.81
EXP474710,AIG,2026-07-31 18:34:22.950312,Complex onboarding,Better affordability,False,28.8,8,True,63.86,4082.79
EXP653109,IMG Global,2026-08-22 18:34:22.950322,Poor customer service,Simpler process,False,32.8,10,True,177.23,3788.53
EXP266193,CHUBB,2026-07-04 18:34:22.950332,Complex onboarding,India-USA coordination,False,26.8,6,True,82.51,2665.09
EXP761947,HDFC ERGO,2026-08-22 18:34:22.950341,High premium,India-USA coordination,False,18.7,4,True,96.67,4658.39
EXP713113,AIG,2026-08-22 18:34:22.950351,High premium,Comprehensive expat coverage,False,24.7,4,False,144.3,3417.13
EXP520448,CHUBB,2026-08-14 18:34:22.950360,Slow claims processing,Comprehensive expat coverage,False,33.9,8,False,65.67,2356.93
EXP142128,Allianz,2026-07-01 18:34:22.950370,Complex onboarding,India-USA coordination,False,19.0,5,True,103.65,4283.16
EXP630147,AIG,2026-08-11 18:34:22.950380,Poor customer service,Simpler process,False,25.6,8,True,85.72,3032.04
EXP360065,IMG Global,2026-08-13 18:34:22.950389,Limited coverage options,India-USA coordination,False,26.3,9,False,141.61,2587.23
EXP399157,IMG Global,2026-07-27 18:34:22.950399,Slow claims processing,Better customer support,False,17.3,4,True,184.51,3732.34
EXP785898,AIG,2026-08-22 18:34:22.950408,No India coverage,Better affordability,False,28.0,4,False,166.3,4437.62
EXP704133,IMG Global,2026-08-12 18:34:22.950418,Slow claims processing,Comprehensive expat coverage,False,25.8,8,True,170.25,4567.74
EXP779714,CHUBB,2026-07-11 18:34:22.950427,Poor customer service,Comprehensive expat coverage,False,33.5,4,False,110.82,4546.06
EXP577324,CHUBB,2026-07-19 18:34:22.950437,Slow claims processing,Comprehensive expat coverage,False,16.0,5,True,96.24,2544.81
EXP632988,Allianz,2026-07-16 18:34:22.950446,Complex onboarding,Faster onboarding,False,21.4,10,True,50.02,3595.92
EXP527910,Allianz,2026-08-23 18:34:22.950456,Poor customer service,Comprehensive expat coverage,False,30.3,8,True,58.39,2682.13
EXP573495,CHUBB,2026-07-22 18:34:22.950466,No India coverage,Simpler process,False,23.1,8,True,193.25,2416.03
EXP841451,Allianz,2026-07-23 18:34:22.950476,Poor customer service,Comprehensive expat coverage,False,24.2,5,True,71.63,3568.91
EXP664558,AIG,2026-06-29 18:34:22.950485,Complex onboarding,Better affordability,False,20.0,7,True,53.13,3472.69
EXP964199,ICICI Lombard,2026-08-16 18:34:22.950495,Complex onboarding,Better affordability,False,15.3,8,False,58.74,4029.21
EXP285447,CHUBB,2026-07-01 18:34:22.950505,High premium,Better customer support,False,32.4,6,True,157.27,3578.65
EXP550634,HDFC ERGO,2026-06-26 18:34:22.950514,Limited coverage options,Comprehensive expat coverage,False,26.6,7,False,113.88,3539.19
EXP446336,ICICI Lombard,2026-07-27 18:34:22.950523,No India coverage,India-USA coordination,False,26.6,8,True,178.65,2351.48
EXP241617,CHUBB,2026-08-11 18:34:22.950533,Limited coverage options,India-USA coordination,False,28.8,4,False,182.31,3705.56
EXP769197,ICICI Lombard,2026-07-19 18:34:22.950542,No India coverage,Faster onboarding,False,29.8,9,True,128.19,1787.32
EXP653235,AIG,2026-08-19 18:34:22.950552,High premium,India-USA coordination,False,32.2,9,True,92.58,2942.11
EXP211695,ICICI Lombard,2026-07-25 18:34:22.950561,Slow claims processing,Comprehensive expat coverage,False,22.7,4,True,145.84,3047.83
EXP474334,CHUBB,2026-08-21 18:34:22.950573,No India coverage,India-USA coordination,False,31.5,9,False,175.97,2239.21
EXP542715,HDFC ERGO,2026-08-11 18:34:22.950582,Poor customer service,Better customer support,False,26.4,5,False,148.91,1987.69
EXP108722,AIG,2026-08-09 18:34:22.950591,High premium,Better affordability,False,16.5,5,True,127.66,3297.32
EXP670803,Allianz,2026-06-28 18:34:22.950601,High premium,Better customer support,False,26.1,7,True,177.58,3165.56
EXP195321,ICICI Lombard,2026-08-20 18:34:22.950611,Complex onboarding,Better customer support,False,19.9,10,True,119.71,1939.21
EXP684698,CHUBB,2026-08-05 18:34:22.950620,Complex onboarding,Better customer support,False,23.9,5,False,84.92,3406.35
EXP426536,ICICI Lombard,2026-08-13 18:34:22.950629,Complex onboarding,Better customer support,False,18.6,4,False,127.39,2391.4
EXP349242,IMG Global,2026-08-19 18:34:22.950639,High premium,Better customer support,False,26.8,6,False,70.8,4164.18
EXP404140,IMG Global,2026-07-31 18:34:22.950649,High premium,Better customer support,False,16.8,7,True,170.9,4452.51
EXP494906,IMG Global,2026-07-08 18:34:22.950658,Slow claims processing,India-USA coordination,False,31.7,6,True,103.46,2622.56
EXP435110,HDFC ERGO,2026-07-05 18:34:22.950668,Limited coverage options,Better customer support,False,19.4,10,False,63.53,2496.45
EXP870326,AIG,2026-08-18 18:34:22.950677,No India coverage,Comprehensive expat coverage,False,23.4,10,True,124.47,3240.19
EXP659701,ICICI Lombard,2026-08-06 18:34:22.950686,Slow claims processing,Better customer support,False,29.2,7,True,85.81,3793.95
EXP257590,CHUBB,2026-07-24 18:34:22.950696,Poor customer service,Better affordability,False,22.1,7,False,118.38,2153.35
EXP339607,CHUBB,2026-08-22 18:34:22.950705,High premium,Comprehensive expat coverage,False,24.7,5,True,99.25,1785.0
EXP497841,IMG Global,2026-07-29 18:34:22.950715,Poor customer service,Better customer support,False,16.2,10,False,164.71,2783.4
EXP801296,CHUBB,2026-08-22 18:34:22.950725,Slow claims processing,India-USA coordination,False,16.5,8,True,174.7,3375.59
EXP379985,AIG,2026-08-23 18:34:22.950734,High premium,Better affordability,False,15.8,5,False,163.3,1705.32
EXP351954,HDFC ERGO,2026-07-26 18:34:22.950744,No India coverage,Faster onboarding,False,16.3,9,False,130.31,2875.64
EXP978430,CHUBB,2026-07-22 18:34:22.950753,Slow claims processing,India-USA coordination,False,29.1,6,True,104.14,1906.09
EXP314737,AIG,2026-08-04 18:34:22.950763,High premium,Better affordability,False,21.7,4,True,99.81,1881.79
EXP722634,IMG Global,2026-06-25 18:34:22.950772,No India coverage,India-USA coordination,False,15.6,6,True,164.21,2688.22
EXP405071,IMG Global,2026-06-30 18:34:22.950782,Limited coverage options,Better affordability,False,18.6,7,True,56.13,1999.39
EXP894824,IMG Global,2026-08-16 18:34:22.950791,Slow claims processing,Better affordability,False,27.4,5,True,82.2,3998.41
EXP150754,ICICI Lombard,2026-08-08 18:34:22.950800,No India coverage,Better affordability,False,19.5,8,True,80.83,4156.16
EXP878113,ICICI Lombard,2026-08-16 18:34:22.950810,Limited coverage options,Comprehensive expat coverage,False,24.0,9,True,166.34,1545.93
EXP300818,IMG Global,2026-06-27 18:34:22.950820,Slow claims processing,Comprehensive expat coverage,False,27.9,8,True,107.33,3376.9
EXP826886,ICICI Lombard,2026-08-16 18:34:22.950829,No India coverage,Simpler process,False,28.5,8,True,118.15,3644.68
EXP577768,AIG,2026-06-30 18:34:22.950839,High premium,Simpler process,False,22.8,4,True,88.17,4102.26
EXP709639,AIG,2026-08-02 18:34:22.950848,Limited coverage options,Simpler process,False,31.2,7,False,130.72,2220.58
EXP491936,CHUBB,2026-07-02 18:34:22.950858,Limited coverage options,Comprehensive expat coverage,False,28.2,5,False,135.69,2844.37
EXP410221,ICICI Lombard,2026-07-30 18:34:22.950867,High premium,Better customer support,False,21.5,9,False,70.89,2895.18
EXP451939,ICICI Lombard,2026-08-02 18:34:22.950886,Complex onboarding,Simpler process,False,27.4,4,True,63.02,3199.55
EXP640443,AIG,2026-07-07 18:34:22.950895,Limited coverage options,Comprehensive expat coverage,False,22.7,9,True,135.62,3158.16
EXP583028,CHUBB,2026-07-26 18:34:22.950905,Limited coverage options,Better affordability,False,27.4,8,False,125.47,4653.48
EXP177343,ICICI Lombard,2026-07-02 18:34:22.950914,Complex onboarding,Simpler process,False,30.5,5,False,115.77,4047.17
EXP961509,AIG,2026-07-05 18:34:22.950924,Complex onboarding,India-USA coordination,False,26.6,10,False,170.05,4589.26
EXP896392,Allianz,2026-07-04 18:34:22.950936,No India coverage,Faster onboarding,False,19.3,9,True,92.44,4822.9
EXP232773,ICICI Lombard,2026-07-05 18:34:22.950946,Slow claims processing,Better customer support,False,29.6,10,False,158.61,2210.56
EXP114115,ICICI Lombard,2026-07-11 18:34:22.950956,Slow claims processing,Simpler process,False,28.9,8,False,66.01,2406.98
EXP703834,AIG,2026-08-04 18:34:22.950967,Poor customer service,Comprehensive expat coverage,False,20.8,9,True,143.86,4391.5
EXP979301,ICICI Lombard,2026-07-29 18:34:22.950977,Complex onboarding,Simpler process,False,31.1,8,False,174.05,1578.65
EXP442146,IMG Global,2026-07-07 18:34:22.950986,Slow claims processing,Faster onboarding,False,23.4,8,True,118.83,3337.16
EXP614791,AIG,2026-08-13 18:34:22.950996,Poor customer service,Simpler process,False,31.4,5,True,131.15,4926.64
EXP925357,IMG Global,2026-07-29 18:34:22.951005,High premium,Better customer support,False,24.7,5,False,60.61,4262.81
EXP547408,AIG,2026-07-02 18:34:22.951015,Limited coverage options,India-USA coordination,False,32.7,7,False,79.55,2089.05
EXP695391,ICICI Lombard,2026-06-28 18:34:22.951025,Complex onboarding,Faster onboarding,False,17.7,4,True,199.28,1661.75
EXP174541,AIG,2026-08-09 18:34:22.951034,Limited coverage options,India-USA coordination,False,24.8,10,False,63.58,2407.61
EXP229973,CHUBB,2026-07-12 18:34:22.951044,No India coverage,India-USA coordination,False,24.0,10,True,119.91,4565.58
EXP421854,AIG,2026-07-29 18:34:22.951053,Slow claims processing,India-USA coordination,False,27.1,8,True,83.34,4392.19
EXP481058,ICICI Lombard,2026-08-14 18:34:22.951063,Slow claims processing,Faster onboarding,False,17.6,8,False,55.56,3839.51
EXP767430,Allianz,2026-08-17 18:34:22.951072,High premium,Simpler process,False,28.0,9,True,92.06,2362.05
EXP905590,IMG Global,2026-07-06 18:34:22.951082,Limited coverage options,Faster onboarding,False,33.7,9,True,188.49,2059.92
EXP485660,AIG,2026-07-13 18:34:22.951091,Complex onboarding,Faster onboarding,False,15.5,9,True,158.91,3451.86
EXP994910,AIG,2026-08-14 18:34:22.951101,Limited coverage options,Better affordability,False,18.4,8,True,128.69,4278.09
EXP912945,Allianz,2026-08-10 18:34:22.951110,Complex onboarding,Better affordability,False,24.8,8,False,182.68,2840.53
EXP941525,HDFC ERGO,2026-07-11 18:34:22.951120,No India coverage,Comprehensive expat coverage,False,31.5,4,False,164.19,2035.1
EXP761061,AIG,2026-07-18 18:34:22.951129,Poor customer service,Faster onboarding,False,33.7,5,False,132.22,2235.27
EXP874203,CHUBB,2026-08-11 18:34:22.951139,Slow claims processing,Simpler process,False,34.0,9,True,126.05,4310.99
EXP136034,HDFC ERGO,2026-07-01 18:34:22.951148,Limited coverage options,Better customer support,False,16.1,5,True,129.09,4503.92
EXP931739,CHUBB,2026-07-11 18:34:22.951158,High premium,India-USA coordination,False,28.1,7,True,160.48,4339.29
EXP415574,AIG,2026-08-11 18:34:22.951167,High premium,Comprehensive expat coverage,False,21.5,8,False,185.03,2037.53
EXP108800,IMG Global,2026-07-31 18:34:22.951177,No India coverage,Simpler process,False,22.6,6,True,163.19,2911.02
EXP723932,CHUBB,2026-07-17 18:34:22.951186,Limited coverage options,India-USA coordination,False,33.8,5,True,116.89,2114.75
EXP934797,AIG,2026-08-10 18:34:22.951196,No India coverage,Better customer support,False,28.1,6,False,153.32,3719.99
EXP396741,ICICI Lombard,2026-06-26 18:34:22.951205,High premium,Simpler process,False,21.1,6,False,155.1,3012.2
EXP432378,ICICI Lombard,2026-08-14 18:34:22.951215,Slow claims processing,India-USA coordination,False,33.2,4,False,95.11,2856.5
EXP448100,HDFC ERGO,2026-06-27 18:34:22.951224,Limited coverage options,India-USA coordination,False,34.6,8,True,111.85,2164.65
EXP540097,CHUBB,2026-08-13 18:34:22.951234,No India coverage,Simpler process,False,31.5,6,False,50.9,3501.92
EXP558668,Allianz,2026-06-25 18:34:22.951243,Limited coverage options,Better customer support,False,30.3,6,False,175.12,4612.16
EXP505959,AIG,2026-07-24 18:34:22.951253,High premium,Simpler process,False,34.5,4,True,146.6,4474.4
EXP773432,IMG Global,2026-08-22 18:34:22.951262,Limited coverage options,Better customer support,False,17.9,10,False,91.77,3595.78
EXP377791,Allianz,2026-07-11 18:34:22.951272,No India coverage,Simpler process,False,24.9,4,False,111.24,3189.36
EXP712780,AIG,2026-08-22 18:34:22.951282,No India coverage,Faster onboarding,False,33.3,10,False,197.86,2874.26
EXP763472,Allianz,2026-07-31 18:34:22.951291,No India coverage,Better affordability,False,24.4,6,False,107.17,4408.67
EXP915767,Allianz,2026-08-02 18:34:22.951301,Poor customer service,Comprehensive expat coverage,False,26.3,9,False,180.03,4518.99
EXP530171,Allianz,2026-08-05 18:34:22.951310,No India coverage,Better customer support,False,25.9,10,True,119.93,2649.36
EXP158547,Allianz,2026-07-12 18:34:22.951319,Limited coverage options,Faster onboarding,False,33.1,10,False,139.1,1521.01
EXP904204,HDFC ERGO,2026-08-09 18:34:22.951329,Limited coverage options,Better affordability,False,16.3,5,True,165.52,1938.28
EXP401887,AIG,2026-08-15 18:34:22.951338,No India coverage,Faster onboarding,False,25.4,7,True,176.16,3497.83
EXP473788,AIG,2026-08-07 18:34:22.951349,No India coverage,Faster onboarding,False,27.1,5,False,89.78,4007.52
EXP365478,IMG Global,2026-08-06 18:34:22.951359,Slow claims processing,Better customer support,False,22.0,6,False,151.81,2668.64
EXP661138,ICICI Lombard,2026-07-04 18:34:22.951368,Complex onboarding,India-USA coordination,False,22.0,7,False,175.71,4499.01
EXP392125,CHUBB,2026-08-19 18:34:22.951378,Complex onboarding,Better affordability,False,17.4,6,True,155.29,2374.13
EXP324219,ICICI Lombard,2026-07-05 18:34:22.951387,Poor customer service,Better customer support,False,23.3,5,False,109.86,1754.43
EXP448162,HDFC ERGO,2026-07-06 18:34:22.951397,High premium,Comprehensive expat coverage,False,18.3,8,False,57.65,3505.1
EXP431184,Allianz,2026-08-02 18:34:22.951406,Complex onboarding,India-USA coordination,False,19.0,5,True,194.18,3470.59
EXP865369,IMG Global,2026-08-04 18:34:22.951416,Limited coverage options,Comprehensive expat coverage,False,25.4,9,True,192.62,3949.57
EXP191183,CHUBB,2026-08-16 18:34:22.951427,High premium,Better customer support,False,21.8,7,True,93.7,2101.32
EXP600186,ICICI Lombard,2026-08-17 18:34:22.951443,Poor customer service,Comprehensive expat coverage,False,22.9,6,False,76.78,4445.24
EXP947027,HDFC ERGO,2026-07-06 18:34:22.951455,Limited coverage options,Simpler process,False,34.9,8,True,85.22,3756.43
EXP316845,HDFC ERGO,2026-06-27 18:34:22.951466,Poor customer service,Faster onboarding,False,26.2,9,False,175.12,4998.35
EXP234003,HDFC ERGO,2026-07-31 18:34:22.951477,High premium,Better customer support,False,34.1,8,False,57.17,2714.66
EXP838577,HDFC ERGO,2026-07-03 18:34:22.951488,Limited coverage options,Better customer support,False,28.4,10,True,101.93,3969.74
EXP319937,IMG Global,2026-08-19 18:34:22.951499,Poor customer service,Comprehensive expat coverage,False,34.7,4,False,135.6,3937.5
EXP558606,AIG,2026-08-18 18:34:22.951509,Slow claims processing,Better affordability,False,28.4,5,True,181.16,3189.73
EXP632535,Allianz,2026-08-14 18:34:22.951520,Poor customer service,Better affordability,False,28.6,5,True,108.56,3945.26
EXP917712,IMG Global,2026-07-14 18:34:22.951531,Slow claims processing,India-USA coordination,False,23.4,7,False,78.41,2652.9
EXP367224,Allianz,2026-06-24 18:34:22.951542,Limited coverage options,India-USA coordination,False,19.0,4,True,87.29,3694.83
EXP994725,AIG,2026-07-24 18:34:22.951553,High premium,Better affordability,False,33.0,9,False,158.39,2649.06
EXP129410,AIG,2026-07-12 18:34:22.951563,No India coverage,Better affordability,False,15.3,6,True,174.9,3437.78
EXP651235,HDFC ERGO,2026-06-24 18:34:22.951574,Limited coverage options,Comprehensive expat coverage,False,32.1,10,True,59.27,1508.88
EXP345935,CHUBB,2026-07-01 18:34:22.951584,Slow claims processing,India-USA coordination,False,34.8,8,False,174.55,2556.07
EXP725141,CHUBB,2026-08-03 18:34:22.951595,Limited coverage options,Better affordability,False,21.0,10,False,151.18,4045.91
EXP304323,Allianz,2026-06-28 18:34:22.951606,Complex onboarding,Better affordability,False,31.6,6,True,165.63,4442.17
EXP913366,HDFC ERGO,2026-07-14 18:34:22.951616,Limited coverage options,India-USA coordination,False,16.8,8,True,100.3,3626.36
EXP272946,HDFC ERGO,2026-08-09 18:34:22.951627,Limited coverage options,Faster onboarding,False,34.1,9,True,147.7,1890.2
EXP693784,CHUBB,2026-08-17 18:34:22.951638,Limited coverage options,Faster onboarding,False,34.1,6,False,69.06,2098.81
EXP432985,IMG Global,2026-07-11 18:34:22.951648,Limited coverage options,Faster onboarding,False,22.1,4,True,102.84,3479.49
EXP728403,CHUBB,2026-06-28 18:34:22.951659,Complex onboarding,Comprehensive expat coverage,False,34.7,6,False,111.71,3146.81
EXP970007,AIG,2026-07-29 18:34:22.951670,Slow claims processing,Faster onboarding,False,23.4,10,True,111.79,3733.33
EXP218291,Allianz,2026-06-27 18:34:22.951681,Limited coverage options,Simpler process,False,21.3,5,True,57.31,2943.91
EXP797672,IMG Global,2026-07-13 18:34:22.951692,High premium,Comprehensive expat coverage,False,26.0,10,False,140.68,1523.51
EXP559484,ICICI Lombard,2026-08-21 18:34:22.951702,High premium,Comprehensive expat coverage,False,24.5,10,True,50.14,3497.06
EXP769223,AIG,2026-07-29 18:34:22.951713,No India coverage,Better affordability,False,22.4,8,True,74.86,2433.15
EXP954161,Allianz,2026-08-18 18:34:22.951724,High premium,Simpler process,False,19.6,9,False,128.61,2001.7
EXP583568,ICICI Lombard,2026-07-15 18:34:22.951734,Complex onboarding,India-USA coordination,False,30.7,4,True,88.27,3570.36
EXP900752,IMG Global,2026-08-17 18:34:22.951745,High premium,Simpler process,False,22.7,8,True,138.86,1733.67
EXP398411,Allianz,2026-07-24 18:34:22.951756,No India coverage,Better affordability,False,30.4,4,False,72.17,3732.55
EXP390846,ICICI Lombard,2026-08-12 18:34:22.951766,Limited coverage options,Simpler process,False,31.9,7,True,151.85,4305.29
EXP449839,HDFC ERGO,2026-07-12 18:34:22.951779,Slow claims processing,Simpler process,False,27.8,5,True,184.01,4271.26
EXP552296,ICICI Lombard,2026-08-16 18:34:22.951790,Poor customer service,Better customer support,False,23.0,10,True,158.8,2110.6
EXP710142,Allianz,2026-08-17 18:34:22.951801,Complex onboarding,Better customer support,False,34.5,4,True,135.41,3929.82
EXP576278,CHUBB,2026-08-20 18:34:22.951812,Limited coverage options,India-USA coordination,False,34.8,6,True,119.24,2012.28
EXP920643,Allianz,2026-07-08 18:34:22.951824,Complex onboarding,India-USA coordination,False,16.3,9,False,157.89,2322.04
EXP167861,CHUBB,2026-08-11 18:34:22.951835,No India coverage,India-USA coordination,False,18.0,6,True,152.07,1860.7
EXP208687,IMG Global,2026-07-14 18:34:22.951844,Slow claims processing,Comprehensive expat coverage,False,16.5,4,True,137.73,4636.95
EXP737519,Allianz,2026-07-22 18:34:22.951854,Poor customer service,Comprehensive expat coverage,False,33.5,4,True,183.33,3638.56
EXP934256,CHUBB,2026-07-13 18:34:22.951863,High premium,Better customer support,False,30.6,9,True,197.42,4617.93
EXP901058,AIG,2026-07-09 18:34:22.951873,Poor customer service,Better affordability,False,28.2,8,True,173.6,4266.77
EXP448019,ICICI Lombard,2026-08-04 18:34:22.951882,No India coverage,Comprehensive expat coverage,False,35.0,6,False,129.4,3391.83
EXP137667,HDFC ERGO,2026-07-08 18:34:22.951892,High premium,Comprehensive expat coverage,False,17.0,9,False,68.43,4656.0
EXP794522,AIG,2026-08-06 18:34:22.951902,No India coverage,India-USA coordination,False,20.7,5,True,119.17,2481.19
EXP663765,HDFC ERGO,2026-06-28 18:34:22.951911,Poor customer service,Simpler process,False,19.9,9,True,57.31,2490.05
EXP257886,HDFC ERGO,2026-07-04 18:34:22.951920,Complex onboarding,Faster onboarding,False,18.4,6,True,147.44,1546.56
EXP743760,ICICI Lombard,2026-08-19 18:34:22.951930,Poor customer service,Better affordability,False,32.1,10,True,159.31,1921.37
EXP940563,ICICI Lombard,2026-07-23 18:34:22.951939,Poor customer service,Comprehensive expat coverage,False,16.4,8,True,163.29,3638.66
EXP238479,HDFC ERGO,2026-06-26 18:34:22.951949,Complex onboarding,Better customer support,False,19.4,9,True,80.86,3903.68
EXP916425,IMG Global,2026-07-12 18:34:22.951958,High premium,Better affordability,False,24.6,9,False,196.89,2213.19
EXP696631,AIG,2026-08-10 18:34:22.951968,High premium,Faster onboarding,False,21.4,9,False,137.91,2916.8
EXP763957,ICICI Lombard,2026-07-10 18:34:22.951977,Complex onboarding,India-USA coordination,False,34.1,4,True,159.99,2027.02
EXP474141,CHUBB,2026-08-05 18:34:22.951987,Slow claims processing,India-USA coordination,False,28.8,5,True,131.97,1693.6
EXP396448,CHUBB,2026-07-15 18:34:22.951996,No India coverage,Better affordability,False,30.9,4,False,156.95,3213.35
EXP262046,HDFC ERGO,2026-07-31 18:34:22.952006,High premium,Faster onboarding,False,24.6,7,True,167.67,4808.64
EXP791164,CHUBB,2026-08-01 18:34:22.952016,Complex onboarding,Simpler process,False,26.2,10,True,171.2,2213.88
EXP139086,ICICI Lombard,2026-08-20 18:34:22.952025,Poor customer service,Comprehensive expat coverage,False,20.9,7,False,73.47,1728.39
EXP347671,AIG,2026-07-28 18:34:22.952035,Slow claims processing,Better affordability,False,28.1,10,True,121.85,2729.25
EXP970339,CHUBB,2026-07-31 18:34:22.952044,Slow claims processing,Comprehensive expat coverage,False,33.7,7,False,172.43,3580.24
EXP719668,IMG Global,2026-07-01 18:34:22.952054,High premium,Faster onboarding,False,19.0,10,False,158.75,2233.68
EXP550864,Allianz,2026-07-15 18:34:22.952063,Limited coverage options,Comprehensive expat coverage,False,28.5,6,False,56.51,4786.19
EXP772325,HDFC ERGO,2026-08-22 18:34:22.952073,Slow claims processing,India-USA coordination,False,16.4,6,False,177.31,2433.47
EXP325118,Allianz,2026-08-16 18:34:22.952082,Limited coverage options,Better customer support,False,34.0,8,False,119.48,3050.8
EXP414934,ICICI Lombard,2026-07-15 18:34:22.952092,Slow claims processing,Simpler process,False,31.4,4,False,149.58,3010.06
EXP502262,IMG Global,2026-07-02 18:34:22.952101,Limited coverage options,Faster onboarding,False,29.0,4,False,91.93,3010.06
EXP685913,IMG Global,2026-06-27 18:34:22.952111,Slow claims processing,India-USA coordination,False,17.4,9,True,115.84,2233.51
EXP794599,HDFC ERGO,2026-07-08 18:34:22.952120,Complex onboarding,India-USA coordination,False,24.5,7,True,78.61,4324.29
EXP203528,ICICI Lombard,2026-07-18 18:34:22.952130,Poor customer service,Comprehensive expat coverage,False,24.0,8,True,75.36,4964.17
EXP576694,Allianz,2026-08-19 18:34:22.952140,Complex onboarding,India-USA coordination,False,15.6,8,True,157.73,3091.67
EXP271485,HDFC ERGO,2026-08-22 18:34:22.952149,Complex onboarding,Comprehensive expat coverage,False,19.1,10,True,133.98,3366.17
EXP566158,HDFC ERGO,2026-07-24 18:34:22.952159,Poor customer service,Better customer support,False,25.6,8,False,62.47,2314.4
EXP672112,HDFC ERGO,2026-08-12 18:34:22.952169,Slow claims processing,Better customer support,False,31.8,6,False,137.21,2089.24
EXP471330,IMG Global,2026-07-23 18:34:22.952179,Limited coverage options,Simpler process,False,29.4,7,False,163.03,4284.44
EXP616014,Allianz,2026-08-06 18:34:22.952188,Limited coverage options,India-USA coordination,False,21.1,4,False,84.64,3728.7
EXP953602,AIG,2026-08-15 18:34:22.952198,Limited coverage options,Simpler process,False,24.9,8,True,158.04,2839.77
EXP872547,CHUBB,2026-08-22 18:34:22.952208,Complex onboarding,Better customer support,False,30.6,5,False,121.29,2618.64
EXP866165,IMG Global,2026-08-09 18:34:22.952217,Complex onboarding,Better affordability,False,16.1,6,True,126.29,3113.52
EXP543173,Allianz,2026-06-27 18:34:22.952226,Complex onboarding,Simpler process,False,29.4,5,False,81.26,2411.78
EXP182272,IMG Global,2026-08-23 18:34:22.952236,High premium,Faster onboarding,False,30.8,9,True,98.34,4824.18
EXP411884,HDFC ERGO,2026-08-14 18:34:22.952245,Limited coverage options,Simpler process,False,18.0,6,False,108.89,2144.3
EXP165426,AIG,2026-06-29 18:34:22.952255,No India coverage,Faster onboarding,False,32.3,9,False,92.76,4414.28
EXP775518,AIG,2026-07-23 18:34:22.952265,Slow claims processing,Faster onboarding,False,31.6,9,False,184.31,3443.63
EXP610943,IMG Global,2026-08-10 18:34:22.952274,Slow claims processing,Better affordability,False,23.4,10,True,164.98,4224.89
EXP519470,Allianz,2026-07-16 18:34:22.952284,High premium,Comprehensive expat coverage,False,18.4,10,False,84.85,3173.08
EXP251539,IMG Global,2026-08-21 18:34:22.952293,Poor customer service,Better customer support,False,21.3,4,True,96.0,1554.92
EXP392064,IMG Global,2026-07-04 18:34:22.952303,Slow claims processing,India-USA coordination,False,33.8,6,False,106.87,3145.3
EXP130247,HDFC ERGO,2026-07-28 18:34:22.952312,Poor customer service,Better affordability,False,17.3,6,False,193.06,2172.94
EXP190460,AIG,2026-07-08 18:34:22.952322,No India coverage,Better affordability,False,32.4,7,False,64.9,2657.79
EXP994550,HDFC ERGO,2026-08-02 18:34:22.952331,No India coverage,Better affordability,False,18.8,5,True,142.89,2784.35
EXP715313,IMG Global,2026-07-03 18:34:22.952341,No India coverage,Comprehensive expat coverage,False,21.7,8,True,129.26,2360.95
EXP942800,CHUBB,2026-08-23 18:34:22.952351,High premium,Faster onboarding,False,27.9,10,False,114.52,2024.62
EXP571291,Allianz,2026-07-11 18:34:22.952360,No India coverage,Faster onboarding,False,17.6,5,True,93.41,2076.43
EXP873077,ICICI Lombard,2026-07-15 18:34:22.952370,No India coverage,Better affordability,False,20.8,5,True,144.22,2721.89
EXP479260,Allianz,2026-08-11 18:34:22.952380,Slow claims processing,Better affordability,False,22.8,9,False,59.88,2446.59
EXP402014,IMG Global,2026-07-12 18:34:22.952389,Poor customer service,Faster onboarding,False,18.3,6,True,132.27,4445.77
